L1	L2	L3	L4	ID	Function	EC	Count
Nucleotide transport and metabolism	Purine biosynthesis	PurL1	3VIU	COG0046	Phosphoribosylformylglycinamidine (FGAM) synthase, synthetase domain		52
Nucleotide transport and metabolism	Purine biosynthesis	PurL2	1T3T	COG0047	Phosphoribosylformylglycinamidine (FGAM) synthase, glutamine amidotransferase domain		11
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsL	4V4H	COG0048	Ribosomal protein S12		16
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsG	4V4H	COG0049	Ribosomal protein S7		16
Translation, ribosomal structure and biogenesis	Translation factors	TufA	1EFU	COG0050	Translation elongation factor EF-Tu, a GTPase		83
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsJ	4V4H	COG0051	Ribosomal protein S10		16
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsB	4V4H	COG0052	Ribosomal protein S2		30
Inorganic ion transport and metabolism		FieF	2QFI	COG0053	Divalent metal cation (Fe/Co/Zn/Cd) efflux pump		5
Energy production and conversion	FoF1-type ATP synthase	AtpD	3OAA	COG0055	FoF1-type ATP synthase, beta subunit		45
Energy production and conversion	FoF1-type ATP synthase	AtpA	3OAA	COG0056	FoF1-type ATP synthase, alpha subunit		52
Carbohydrate transport and metabolism	Glycolysis	GapA	3ZDF	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase		62
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	IleS	1FFY	COG0060	Isoleucyl-tRNA synthetase		47
Coenzyme transport and metabolism		NadK	1SUW	COG0061	NAD kinase		5
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	GatB	3H0M	COG0064	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit		41
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	LeuC	4KP1	COG0065	Homoaconitase/3-isopropylmalate dehydratase large subunit		2
Amino acid transport and metabolism	Isoleucine, leucine, valine biosynthesis	LeuD	3Q3W	COG0066	3-isopropylmalate dehydratase small subunit		1
Amino acid transport and metabolism	Glutamine biosynthesis	GltB3	1EA0	COG0070	Glutamate synthase domain 3		1
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	PheT	3L4G	COG0072	Phenylalanyl-tRNA synthetase beta subunit		11
Translation, ribosomal structure and biogenesis		EMAP	1MKH	COG0073	tRNA-binding EMAP/Myf domain		5
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	PheA2	1PHZ	COG0077	Prephenate dehydratase		1
Amino acid transport and metabolism	Arginine biosynthesis	ArgF	1A1S	COG0078	Ornithine carbamoyltransferase		35
Amino acid transport and metabolism	Cobalamine/B12 biosynthesis	HisC	4R2N	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase		2
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplK	2E34	COG0080	Ribosomal protein L11		17
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplA	3J65	COG0081	Ribosomal protein L1		21
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	AroC	1Q1L	COG0082	Chorismate synthase		12
Cell motility		TatD	1J6O	COG0084	3'->5' ssDNA/RNA exonuclease TatD		6
Transcription	RNA polymerase	RpoB	5UAJ	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit		150
Transcription	RNA polymerase	RpoC	1NT9	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit		127
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplC	1VS6	COG0087	Ribosomal protein L3		20
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplD	1VS6	COG0088	Ribosomal protein L4		15
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplB	1VS6	COG0090	Ribosomal protein L2		44
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplV	1VS6	COG0091	Ribosomal protein L22		12
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsC	1VS6	COG0092	Ribosomal protein S3		31
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplN	4V4H	COG0093	Ribosomal protein L14		9
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplE	1VS6	COG0094	Ribosomal protein L5		25
Coenzyme transport and metabolism	Lipoate biosynthesis	LplA	4TVW	COG0095	Lipoate-protein ligase A		9
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsH	4V4H	COG0096	Ribosomal protein S8		10
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplF	1VS6	COG0097	Ribosomal protein L6P/L9E		9
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsE	4V4H	COG0098	Ribosomal protein S5		18
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsM	4V4H	COG0099	Ribosomal protein S13		15
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsK	4V4H	COG0100	Ribosomal protein S11		20
Translation, ribosomal structure and biogenesis	tRNA modification	TruA	1DJ0	COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA		9
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplM	1VS6	COG0102	Ribosomal protein L13		6
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsI	4V4H	COG0103	Ribosomal protein S9		8
Nucleotide transport and metabolism	Purine biosynthesis	PurA	1ADE	COG0104	Adenylosuccinate synthase		46
Amino acid transport and metabolism	Histidine biosynthesis	HisF	1OX4	COG0107	Imidazole glycerol phosphate synthase subunit HisF		4
Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis	RibB	1G57	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase		2
General function prediction only		WbbJ		COG0110	Acetyltransferase, isoleucine patch superfamily		11
Coenzyme transport and metabolism	Serine biosynthesis	SerA	3OET	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase		1
Amino acid transport and metabolism	Serine biosynthesis	GlyA	1BJ4	COG0112	Glycine/serine hydroxymethyltransferase		34
Coenzyme transport and metabolism	Heme biosynthesis	HemB	1I8J	COG0113	Delta-aminolevulinic acid dehydratase, porphobilinogen synthase		4
Energy production and conversion	TCA cycle	FumC	1KQ7	COG0114	Fumarate hydratase class II		1
Translation, ribosomal structure and biogenesis	23S rRNA modification	RlmL	3V97	COG0116	23S rRNA G2445 N2-methylase RlmL		10
Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis	RibD1	2O7P	COG0117	Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain		1
Carbohydrate transport and metabolism	Pentose phosphate pathway	RpiA	1KS2	COG0120	Ribose 5-phosphate isomerase		9
Replication, recombination and repair		AlkA	1DIZ	COG0122	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase		1
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	HisS	1KMM	COG0124	Histidyl-tRNA synthetase		12
Nucleotide transport and metabolism	Thymidylate biosynthesis	Tmk	3LV8	COG0125	Thymidylate kinase		11
Carbohydrate transport and metabolism	Glycolysis	Pgk	13PK	COG0126	3-phosphoglycerate kinase		36
Nucleotide transport and metabolism		RdgB	1B78	COG0127	Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family		11
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	AroA	4N3P	COG0128	5-enolpyruvylshikimate-3-phosphate synthase		6
Amino acid transport and metabolismCarbohydrate transport and metabolism	Isoleucine, leucine, valine biosynthesis	IlvD	2GP4	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase		1
Translation, ribosomal structure and biogenesis	tRNA modification	TruB	1K8W	COG0130	tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA		11
Amino acid transport and metabolism	Lysine biosynthesis	Asd	1BRM	COG0136	Aspartate-semialdehyde dehydrogenase		1
Nucleotide transport and metabolism	Purine biosynthesis	PurH	1G8M	COG0138	AICAR transformylase/IMP cyclohydrolase PurH		38
Amino acid transport and metabolism	Histidine biosynthesis	HisI2	6J22	COG0140	Phosphoribosyl-ATP pyrophosphohydrolase		2
Amino acid transport and metabolism	Histidine biosynthesis	HisD	1K75	COG0141	Histidinol dehydrogenase		1
Coenzyme transport and metabolism	Isoprenoid biosynthesis	IspA	2AZJ	COG0142	Geranylgeranyl pyrophosphate synthase		4
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	MetG	1A8H	COG0143	Methionyl-tRNA synthetase		30
Translation, ribosomal structure and biogenesis	16S rRNA modification	RsmB	2FRX	COG0144	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family		8
Amino acid transport and metabolismCoenzyme transport and metabolism	Aromatic amino acid biosynthesis	TrpE	1I1Q	COG0147	Anthranilate/para-aminobenzoate synthases component I		2
Carbohydrate transport and metabolism	Glycolysis	Eno	1E9I	COG0148	Enolase		39
Carbohydrate transport and metabolism	Glycolysis	TpiA	1HG3	COG0149	Triosephosphate isomerase		14
Nucleotide transport and metabolism	Purine biosynthesis	PurM	1CLI	COG0150	Phosphoribosylaminoimidazole (AIR) synthetase		9
Nucleotide transport and metabolism	Purine biosynthesis	PurD	1GSO	COG0151	Phosphoribosylamine-glycine ligase		17
Nucleotide transport and metabolism	Purine biosynthesis	PurC	1A48	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase		16
Carbohydrate transport and metabolism		GalK	1PIE	COG0153	Galactokinase		19
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	GatA	3H0L	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase		23
Coenzyme transport and metabolism	Biotin biosynthesis	BioF	1BS0	COG0156	7-keto-8-aminopelargonate synthetase or related enzyme		1
Coenzyme transport and metabolism	NAD biosynthesis	NadC	1O4U	COG0157	Nicotinate-nucleotide pyrophosphorylase		23
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	TyrS	4OUD	COG0162	Tyrosyl-tRNA synthetase		17
Replication, recombination and repair		RnhB	1EKE	COG0164	Ribonuclease HII		18
Carbohydrate transport and metabolism	Glycolysis	Pgi	1B0Z	COG0166	Glucose-6-phosphate isomerase		1
Nucleotide transport and metabolism	Pyrimidine biosynthesis	PyrD	1GT8	COG0167	Dihydroorotate dehydrogenase		17
Inorganic ion transport and metabolism		TrkG	3PJZ	COG0168	Trk-type K+ transport system, membrane component		4
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	AroE	1NPD	COG0169	Shikimate 5-dehydrogenase		15
Coenzyme transport and metabolism	NAD biosynthesis	NadE	3HMQ	COG0171	NH3-dependent NAD+ synthetase		2
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	SerS	1SER	COG0172	Seryl-tRNA synthetase		129
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	AspS	1C0A	COG0173	Aspartyl-tRNA synthetase		35
Amino acid transport and metabolism	Glutamine biosynthesis	GlnA	1F1H	COG0174	Glutamine synthetase		19
Replication, recombination and repair		Nth	4UOB	COG0177	Endonuclease III		19
Replication, recombination and repair		UvrA	2R6F	COG0178	Excinuclease UvrABC ATPase subunit		82
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	TrpS	3N9I	COG0180	Tryptophanyl-tRNA synthetase		23
Lipid transport and metabolism	Fatty acid biosynthesis	PaaJ	1AFW	COG0183	Acetyl-CoA acetyltransferase		7
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsO	4V4H	COG0184	Ribosomal protein S15P/S13E		13
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsS	4V4H	COG0185	Ribosomal protein S19		3
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsQ	4V4H	COG0186	Ribosomal protein S17		12
Replication, recombination and repair		GyrB	1EI1	COG0187	DNA gyrase/topoisomerase IV, subunit B		71
Replication, recombination and repair		GyrA	1SUU	COG0188	DNA gyrase/topoisomerase IV, subunit A		106
Coenzyme transport and metabolism		FolD	1A4I	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase		32
Carbohydrate transport and metabolism	Glycolysis	Fba	1B57	COG0191	Fructose/tagatose bisphosphate aldolase		12
Coenzyme transport and metabolism	Methionine biosynthesis	MetK	1FUG	COG0192	S-adenosylmethionine synthetase		26
Translation, ribosomal structure and biogenesis	Translation factors	Pth	1RYB	COG0193	Peptidyl-tRNA hydrolase		20
Nucleotide transport and metabolism		Gmk	1EX6	COG0194	Guanylate kinase		30
Transcription		NusA	1HH2	COG0195	Transcription antitermination factor NusA, contains S1 and KH domains		18
Coenzyme transport and metabolism	Riboflavin/FAD biosynthesis	RibF	1MRZ	COG0196	FAD synthase		13
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplP	1WKI	COG0197	Ribosomal protein L16/L10AE		9
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplX	1VS6	COG0198	Ribosomal protein L24		13
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplO	1VS6	COG0200	Ribosomal protein L15		13
Intracellular trafficking, secretion, and vesicular transport		SecY	1RH5	COG0201	Preprotein translocase subunit SecY		22
Transcription	RNA polymerase	RpoA	4KN7	COG0202	DNA-directed RNA polymerase, alpha subunit/40 kD subunit		51
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplQ	1GD8	COG0203	Ribosomal protein L17		8
Carbohydrate transport and metabolism	Glycolysis	PfkA	1KZH	COG0205	6-phosphofructokinase		13
Cell cycle control, cell division, chromosome partitioning		FtsZ	1FSZ	COG0206	Cell division GTPase FtsZ		30
Nucleotide transport and metabolism	Thymidylate biosynthesis	ThyA	1AN5	COG0207	Thymidylate synthase		15
Nucleotide transport and metabolism	Pyrimidine salvage	NrdB	1AV8	COG0208	Ribonucleotide reductase beta subunit, ferritin-like domain		1
Replication, recombination and repair		UvrD	6PPR	COG0210	Superfamily I DNA or RNA helicase		32
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmA	1VS6	COG0211	Ribosomal protein L27		6
Coenzyme transport and metabolism		FAU1	1SBQ	COG0212	5-formyltetrahydrofolate cyclo-ligase		1
Nucleotide transport and metabolism	Pyrimidine salvage	DeoA	1AZY	COG0213	Thymidine phosphorylase		30
Translation, ribosomal structure and biogenesis	Aminoacyl-tRNA synthetases	CysS	1LI5	COG0215	Cysteinyl-tRNA synthetase		47
Translation, ribosomal structure and biogenesis	Translation factors	PrfA	1RQ0	COG0216	Protein chain release factor RF1		23
TranscriptionTranslation, ribosomal structure and biogenesis		TACO1	1KON	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1		37
Cell cycle control, cell division, chromosome partitioning		EngB	5UCV	COG0218	GTP-binding protein EngB required for normal cell division		13
Translation, ribosomal structure and biogenesis	tRNA modification	TrmL	4JAK	COG0219	tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain		5
Translation, ribosomal structure and biogenesis	tRNA modification	TrmB	1YZH	COG0220	tRNA G46 N7-methylase TrmB		4
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplL	1CTF	COG0222	Ribosomal protein L7/L12		8
Translation, ribosomal structure and biogenesis		Fmt	1FMT	COG0223	Methionyl-tRNA formyltransferase		15
Energy production and conversion	FoF1-type ATP synthase	AtpG	3OAA	COG0224	FoF1-type ATP synthase, gamma subunit		4
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmB	2JZ6	COG0227	Ribosomal protein L28		2
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsP	4V4H	COG0228	Ribosomal protein S16		11
Posttranslational modification, protein turnover, chaperones		MsrB	1L1D	COG0229	Peptide methionine sulfoxide reductase MsrB		15
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmH	6SPB	COG0230	Ribosomal protein L34		4
Translation, ribosomal structure and biogenesis		Frr	1DD5	COG0233	Ribosome recycling factor		16
Posttranslational modification, protein turnover, chaperones		GroES		COG0234	Co-chaperonin GroES (HSP10)		7
Amino acid transport and metabolismCarbohydrate transport and metabolism	Urea cycle	AraD	1FUA	COG0235	5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation)		12
Coenzyme transport and metabolism	Pantothenate/CoA biosynthesis	CoaE	1JJV	COG0237	Dephospho-CoA kinase		1
Energy production and conversion	Isoprenoid biosynthesis	GpsA	1EVY	COG0240	Glycerol-3-phosphate dehydrogenase		19
Translation, ribosomal structure and biogenesis		Def	1BS4	COG0242	Peptide deformylase		2
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplJ	5IT8	COG0244	Ribosomal protein L10		13
Lipid transport and metabolism	Isoprenoid biosynthesis	IspF	1GX1	COG0245	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase		2
Carbohydrate transport and metabolism		MtlD	1LJ8	COG0246	Mannitol-1-phosphate/altronate dehydrogenases		3
Replication, recombination and repair		MutS	1E3M	COG0249	DNA mismatch repair ATPase MutS		41
Transcription		NusG	3EWG	COG0250	Transcription termination/antitermination protein NusG		15
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmC	1VS6	COG0255	Ribosomal protein L29		5
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplR	1VS6	COG0256	Ribosomal protein L18		25
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmJ	1DFE	COG0257	Ribosomal protein L36		4
Replication, recombination and repair		ExoIX	3ZDA	COG0258	5'-3' exonuclease Xni/ExoIX (flap endonuclease)		30
Coenzyme transport and metabolism	Pyridoxal phosphate biosynthesis	PdxH	1CI0	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase		1
Amino acid transport and metabolism		PepB	3H8E	COG0260	Leucyl aminopeptidase		1
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplU	1VS6	COG0261	Ribosomal protein L21		9
Amino acid transport and metabolism	Proline biosynthesis	ProB	2W21	COG0263	Glutamate 5-kinase		1
Translation, ribosomal structure and biogenesis	Translation factors	Tsf	1EFU	COG0264	Translation elongation factor EF-Ts		24
Posttranslational modification, protein turnover, chaperones		DegQ	2HGA	COG0265	Periplasmic serine protease, S1-C subfamily, contain C-terminal PDZ domain		4
Replication, recombination and repair		Nei	1EE8	COG0266	Formamidopyrimidine-DNA glycosylase		2
Translation, ribosomal structure and biogenesis	Ribosome 30S subunit	RpsT	4V4H	COG0268	Ribosomal protein S20		3
Replication, recombination and repair		Lig	5TT5	COG0272	NAD-dependent DNA ligase		35
Nucleotide transport and metabolism		DeoC	1J2W	COG0274	Deoxyribose-phosphate aldolase		21
Translation, ribosomal structure and biogenesis	16S rRNA modification	RmsH	1M6Y	COG0275	16S rRNA C1402 N4-methylase RsmH		21
Coenzyme transport and metabolism	Heme biosynthesis	HemH	1AK1	COG0276	Protoheme ferro-lyase (ferrochelatase)		2
Energy production and conversion		Pta	1QZT	COG0280	Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)		12
Energy production and conversion	Urea cycle	SfcA	1DO8	COG0281	Malic enzyme		23
Energy production and conversion		AckA	3SK3	COG0282	Acetate kinase		25
Nucleotide transport and metabolism		Cmk	3R20	COG0283	Cytidylate kinase		16
Nucleotide transport and metabolism	Pyrimidine biosynthesis	PyrF	1DBT	COG0284	Orotidine-5'-phosphate decarboxylase		1
Coenzyme transport and metabolism	Folate biosynthesis	FolC	1W78	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase		22
Defense mechanisms		HsdM	2AR0	COG0286	Type I restriction-modification system, DNA methylase subunit		2
Inorganic ion transport and metabolism		CynT	1EKJ	COG0288	Carbonic anhydrase		1
Amino acid transport and metabolism	Lysine biosynthesis	DapB	1ARZ	COG0289	4-hydroxy-tetrahydrodipicolinate reductase		1
Translation, ribosomal structure and biogenesis	Translation factors	InfC	2IFE	COG0290	Translation initiation factor IF-3		21
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplT	1VS6	COG0292	Ribosomal protein L20		8
Nucleotide transport and metabolism	Pyrimidine salvage	Cdd	1AF2	COG0295	Cytidine deaminase		14
Carbohydrate transport and metabolism		GlgA	1RZU	COG0297	Glycogen synthase		20
Nucleotide transport and metabolism	Purine biosynthesis	PurN	1C2T	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN		7
Coenzyme transport and metabolismTranslation, ribosomal structure and biogenesis	Thiamine biosynthesis	ThiI	1VBK	COG0301	Adenylyl- and sulfurtransferase ThiI (thiamine and tRNA 4-thiouridine biosynthesis)		21
Lipid transport and metabolismSecondary metabolites biosynthesis, transport and catabolism	Fatty acid biosynthesis	FabB	2UV8	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase		92
Replication, recombination and repair		DnaB	1B79	COG0305	Replicative DNA helicase		34
Inorganic ion transport and metabolism		PitA		COG0306	Phosphate/sulfate permease		1
Translation, ribosomal structure and biogenesis	16S rRNA modification	RsmI	3KWP	COG0313	16S rRNA C1402 (ribose-2'-O) methylase RsmI		17
Coenzyme transport and metabolism	Molybdopterin biosynthesis	MoaE	1FM0	COG0314	Molybdopterin synthase catalytic subunit MoaE		2
Coenzyme transport and metabolism	Molybdopterin biosynthesis	MoaC	1EKR	COG0315	Molybdenum cofactor biosynthesis enzyme MoaC		2
Signal transduction mechanismsTranscription		SpoT	1TDJ	COG0317	(p)ppGpp synthase/hydrolase, HD superfamily		54
Translation, ribosomal structure and biogenesis	16S rRNA modification	YbeY	1XM5	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme		3
Coenzyme transport and metabolism	Lipoate biosynthesis	LipA	4U0O	COG0320	Lipoate synthase		2
Coenzyme transport and metabolism	Lipoate biosynthesis	LipB	2QHT	COG0321	Lipoate-protein ligase B		2
Replication, recombination and repair		UvrC	2NRT	COG0322	Excinuclease UvrABC, nuclease subunit		14
Replication, recombination and repair		MutL	1B62	COG0323	DNA mismatch repair ATPase MutL		25
Translation, ribosomal structure and biogenesis	tRNA modification	MiaA	2ZM5	COG0324	tRNA A37 N6-isopentenylltransferase MiaA		9
Amino acid transport and metabolismCell wall/membrane/envelope biogenesis	Lysine biosynthesis	DapA	2R91	COG0329	4-hydroxy-tetrahydrodipicolinate synthase/N-acetylneuraminate lyase		2
Lipid transport and metabolism	Fatty acid biosynthesis	FabD	1YXC	COG0331	Malonyl CoA-acyl carrier protein transacylase		17
Lipid transport and metabolism	Fatty acid biosynthesis	FabH	1UB7	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase III		26
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RpmF	1VS6	COG0333	Ribosomal protein L32		2
Amino acid transport and metabolism	Glutamine biosynthesis	GdhA	1B3B	COG0334	Glutamate dehydrogenase/leucine dehydrogenase		1
Translation, ribosomal structure and biogenesis	Ribosome 50S subunit	RplS	1VS6	COG0335	Ribosomal protein L19		16
Translation, ribosomal structure and biogenesis	tRNA modification	TrmD	1P9P	COG0336	tRNA G37 N-methylase TrmD		22
Amino acid transport and metabolism	Aromatic amino acid biosynthesis	AroB	3ZOK	COG0337	3-dehydroquinate synthetase		23
Coenzyme transport and metabolism	Biotin biosynthesis	BirA2	1BIA	COG0340	Biotin-(acetyl-CoA carboxylase) ligase		2
Translation, ribosomal structure and biogenesis	tRNA modification	Tgt	1XW8	COG0343	Queuine/archaeosine tRNA-ribosyltransferase		50
Lipid transport and metabolism		PlsY	5XJ5	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase		3
Coenzyme transport and metabolism	Thiamine biosynthesis	ThiD	1Y9X	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase		20
Coenzyme transport and metabolism	Thiamine biosynthesis	ThiE	1G4T	COG0352	Thiamine monophosphate synthase		1
Replication, recombination and repair		RecR	2JGR	COG0353	Recombinational DNA repair protein RecR		17
